lab_id_asset,lab_name,lab_initials,lab_institution_name,lab_institution_initials,lab_social_reason,lab_city,lab_state,lab_zip_code,lab_street,lab_district,lab_address_number,lab_contact_name,lab_contact_phone,lab_email_lab,lab_website,lab_latitude,lab_longitude,lab_has_sharing,lab_sharing_type,lab_area_expertise,lab_techniques,lab_created_date,lab_about,eq_id,eq_code,eq_name,eq_brand,eq_model,eq_manufacturer,eq_situation,eq_equipment_situation,eq_replicated
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",30.0,CódA317OI/20,Cromatógrafo a gás/Espectrômetro de Massas de Razão Isotópica,Thermo Scientific,Delta V Advantage,Thermo Scientific,INACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",49.0,Cód4PH8N4/20,Analisador de Superfície,Quantachrome Instruments,Nova 1200e,Quantachrome Instruments,INACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",50.0,Cód59N7SY/20,Espectropolarímetro de dicroismo circular,Jasco,J-1100,Jasco,ACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",51.0,CódSF580Z/20,Espectrômetro de Energia Dispersiva de Raio-X,RayNy,EDX-720,Shimadzu,ACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",52.0,CódS46MH6/20, Microscópio Eletrônico de Varredura,Hitachi,TM3000,Hitachi,INACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",53.0,Cód89I9WZ/20,Calorímetro Diferencial de Varredura ,Shimadzu,DSC-60,Shimadzu,ACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",54.0,Cód54KV2F/20,Analisador de quimissorção,Altamira Instruments ,AMI-300,Altamira Instruments,ACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",55.0,Cód3B11AV/20,Analisador Termogravimétrico,Shimadzu,TGA-50,Shimadzu,ACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",56.0,Cód1TRV51/20,Analisador Térmico Diferencial,Shimadzu,DTA-50,Shimadzu,INACTIVE,,0.0
65,Centro de Laboratórios de Química Multiusuários,CLQM,Universidade Federal de Sergipe,UFS,Universidade Federal de Sergipe,São Cristóvão,SE,49100-000,Av Marechal Rondon,São Cristóvão,2,Alberto Wisniewski Jr,(79) 3194-7045,clqm@academico.ufs.br,https://sites.google.com/a/academico.ufs.br/clqm/,-10.92245340970109,-37.10139171881071,1,OWN_SHARING,"Catálise, Engenharia Química, Engenharia de Materiais, Farmácia, Engenharia Ambiental, Física, Biologia, Engenharia Agronômica, Biotecnologia, Engenharia de Petróleo, Química Ambiental, Química Forense, Química de Produtos Naturais, Energia da Biomassa","Dicroismo Circular, Cromatografia Líquida / Espectrometria de Massas - triploquadrupolo, Cromatografia Líquida / Espectrometria de Massas - QTOF, Cromatografia Líquida / Espectrometria de Massas - Orbitrap, Ressonância Nuclear Magnética 400 MHz, Cromatografia á gás / Espectrometria de Massas - triploquadrupolo, Cromatografia á gás / Espectrometria de Massas - Razão Isotópica, Cromatografia Líquida por Fluído Supercrítico / Espectrometria de Massas - monoquadrupolo- , Microscopia Eletrônica de Varredura de Bancada, Análise Térmica - TG/DTA/DSC, Espectroscopia de Infravermelho - FTIR, Espectroscopia de Absorção Atômica - AAS, Espectrofluorímetro, Polarímetro, Reômetro, Análise Elementar - CHN, Espectroscopia de Raios X por Energia Dispersiva - EDX",03/09/2020,"O CLQM conta com 5 laboratórios multiusuários equipados com diversos equipamentos na área de caracterização química. Criado no início de 2015, vem aperfeiçoando seus procedimentos, e podemos destacar a frequente preocupação em melhorar nossa visibilidade junto a comunidade acadêmica e empresarial, além de tornar nossas ações as mais transparentes possíveis, isso principalmente através da página do CLQM na internet https//https//sites.google.com/a/academico.ufs.br/clqm/",57.0,Cód39K1BA/20,Liofilizador de bancada,Liotop,L101,Liotop,INACTIVE,,0.0
